Liczba,Tweet,Label,,,
1059,"Sprzedaż detaliczna w cenach stałych w listopadzie 2020 r. była niższa o 5,3% r/r oraz niższa o 5,3% m/m.      GUS statystyki SprzedażDetaliczna DynamikaCen ceny handel  ",0.0,,,
1060,"Największy postęp w podziale dobrobytu odnotowano w Azji Wschodniej i Południowo-Wschodniej, gdzie dochód 40 procent ludności o najniższych dochodach, rośnie rocznie średnio o 4,9 procent.  GUS statystyki WeLoveTheSDGs",0.0,,,
1061,"Do GUS dotarło dziś ŚwiatłoKtóreŁączy, czyli Betlejemskie Światło Pokoju, podkreślające wartości braterstwa i pokoju. W pełnym reżimie sanitarnym przyjęcia lampionu z rąk harcerzy  dokonali przedstawiciele urzędu.  ",0.0,,,
1062,"Ponad 90 % przypadków COVID-19 diagnozuje się na obszarach miejskich. Pandemia uświadomiła wszystkim, jak duże znaczenie ma planowanie urbanistyczne dla zdrowia publicznego.   GUS statystyki WeLoveTheSDGs",0.0,,,
1063,"Udział firm raportujących o aspektach środowiskowych, społecznych, instytucjonalnych i ładu korporacyjnego, zgodnie z minimalnymi wymogami wskaźnika SDG 12.6.1 (firmy publikujące raporty dotyczące zrównoważonego rozwoju) podwoił się!  GUS statystyki WeLoveTheSDGs",0.0,,,
1064,"W roku akademickim 2018/19 studia pierwszego stopnia ukończyło 53,5% ogółu absolwent.ów, studia magisterskie jednolite – 6,3%, natomiast studia drugiego stopnia – 40,2%.     GUS statystyki edukacja SzkolnictwoWyższe uczelnia SzkołyDoktorskie student  ",0.0,,,
1065,"Zużycie WęgielKamienny w 2019 r. w stosunku do 2005 r. wzrosło w województwach mazowieckim (o 27,1%), świętokrzyskim (o 24,1%) i opolskim (o 15,0%). W pozostałych województwach zanotowano spadek.     GUS statystyki ZużycieBezpośrednie WsadPrzemian  ",0.0,,,
1066,"W listopadzie 2020 r. produkcja sprzedana przemysłu była wyższa o 5,4% r/r, natomiast w porównaniu z październikiem br. spadła o 1,6%.     GUS statystyki produkcja gospodarka przemysł DynamikaProdukcji  ",0.0,,,
1067,"GUS: Zbiory zbóż w 2020 roku wzrosły o ok. 16 proc. rdr, do 33,5 mln ton wobec 33,3 mln ton szacowanych wcześniej.   ",0.0,,,
1068,"Przeciętne wynagrodzenie brutto wzrosło,  zatrudnienie w dużych przedsiębiorstwach spadło. Nowe badanie GUS porównujące sytuację z poprzednim rokiem. Kadry",0.0,,,
1069,"Światowa emisja gazów cieplarnianych w krajach rozwiniętych i krajach w okresie transformacji gospodarczej spadła o 6,5% w latach 2000–2018.  GUS statystyki WeLoveTheSDGs",0.0,,,
1070,"Ocean jest największym absorberem dwutlenku węgla na naszej planecie, pochłaniającym około 23 procent rocznej emisji CO2 generowanej przez działalność człowieka. Dzięki temu pomaga łagodzić skutki zmiany klimatu!  GUS statystyki WeLoveTheSDGs",0.0,,,
1071,GUS: zbiory zbóż ogółem w PL na rekordowym poziomie 33.5 mln ton (+16% r/r).  Zbiory rzepaku 2.9 mln ton (+23% r/r).,0.0,,,
1072,"Jednostki administracji publicznej najczęściej udostępniały pracownikom zdalny dostęp do służbowej poczty e-mail urzędu (86,8%).     GUS statystyki SpołeczeństwoInformacyjne ICT  ",0.0,,,
1073,"Najnowsza informacja sygnalna GUS „Centra integracji społecznej, kluby integracji społecznej, zakłady aktywności zawodowej, warsztaty terapii zajęciowej w 2019 r”.      lubelskie statystyki społeczeństwo inkluzywność  ",0.0,,,
1074,"Zbiory z sadów jabłoniowych oszacowano na ok. 3,4 mln t, tj. o ok. 10% więcej od produkcji roku poprzedniego - podaje GUS.    ",0.0,,,
1075,"W 2019 r. działało aktywnie 1289 jednostek reintegracji społeczno-zawodowej, tj. o 23 więcej niż w 2018 r.     GUS statystyki społeczeństwo inkluzywność  ",0.0,,,
1076,. uruchomił dziś European Statistical Recovery Dashboard.   Zachęcamy do odwiedzenia strony:    GUS statystyki AskEurostat COVID19 RecoveryDashboard,0.0,,,
1077,GUS: Przeciętnewynagrodzenie i zatrudnienie w listopad2020 r. - Interia Polska zarobki   przez,0.0,,,
1078,"Zbiory zbóż ogółem w 2020 r. szacuje się na 33,5 mln ton, tj. o około 16% więcej od zbiorów w 2019 r.      GUS statystyki rolnictwo zboża  ",0.0,,,
1079,"Od I kw. 2021 r. GUS wprowadza zmiany w BAEL, które przede wszystkim będą dotyczyły definicji i sposobu wyodrębniania poszczególnych populacji osób na RynekPracy.  Więcej informacji:    statystyki GospodarstwaDomowe  ",0.0,,,
1080,"W grudniu 2020 r. bieżący wskaźnik ufności konsumenckiej (BWUK) osiągnął wartość -24,9 (wzrost o 4,3 p. proc. m/m i spadek o 29,2 p. proc. r/r).     GUS statystyki KoniunkturaKonsumencka NastrojeKonsumentów koniunktura  ",0.0,,,
1081,"W listopadzie 2020 r. przeciętne zatrudnienie w sektorze przedsiębiorstw wyniosło 6318,9 tys. (-1,2% r/r), natomiast przeciętne miesięczne wynagrodzenie brutto 5484,07 zł (+4,9% r/r).     GUS statystyki przedsiębiorstwa  ",0.0,,,
1082,"W 2018 r., organizacje samorządu zawodowego i gospodarczego zrzeszały 1365,3 tys. członków, 74,1% z nich należało samorządu zawodowego, 15,0% do  samorządu rolniczego, a 10,9% do samorządu gospodarczego.  Więcej informacji:    GUS statystyki 3sektor  ",0.0,,,
1083,"Najlepsze rezultaty zostały osiągnięte przez GUS w obszarze statystyk gospodarczych, tzn. 9⃣3⃣ pkt na 100, w tym za poziom otwartości danych uzyskaliśmy b. dobry wynik – 9⃣4⃣ pkt, a za dostępność zakresu tematycznego – 9⃣0⃣ pkt.      ODIN2020 statystyki  ",0.0,,,
1084,Jest dobrze!  Nie tylko zadłużenie Polski rośnie Ceny też rosną Suweren powinien być zadowolony i premier Matołusz  też. SilniRazem sarkazm wieszwiecej wieszwięcej inflacja   GUS budzet,-1.0,,,
1085,"Wycinanie lasów w wielu miejscach nadal trwa. Na szczęście dane z 2020 r. wskazują, że odsetek lasów na obszarach chronionych wzrósł lub pozostał stabilny na poziomie globalnym i w większości regionów świata.  GUS statystyki WeLoveTheSDGs",0.0,,,
1086,Pandemia COVID-19 z okresami zamknięcia gospodarek ma znaczący wpływ na wydatki konsumpcyjne gospodarstw domowych.  opublikował wyjaśnienia nt. wag HICP na rok 2021.     GUS statystyki metodologia CenyKonsumpcyjne,0.0,,,
1087,"W Polsce największą lesistość ma województwo lubuskie  (49,3%). Najmniejszą lesistością charakteryzuje się województwo łódzkie  (21,5%).          GUS statystyki lasy leśnictwo  ",0.0,,,
1088,"Pod względem otwartości danych GUS otrzymał najwyższą liczbę  punktów w trzech kategoriach danych: rachunki narodowe, bankowość i bilans płatniczy.      ODIN2020 OtwarteDane statystyki  ",0.0,,,
1089,"W urządzenia przenośne w 2019 r. znacznie częściej wyposażani byli pracownicy administracji rządowej (36,7%) niż samorządowej (15,5%).     GUS statystyki SpołeczeństwoInformacyjne ICT  ",0.0,,,
1090,"Obroty towarowe handlu zagranicznego od stycznia do października 2020 r. wyniosły w cenach bieżących 854,5 mld zł w eksporcie (spadek o 0,2% r/r) oraz 811,9 mld zł w imporcie (spadek o 4,8% r/r).     GUS statystyki HandelZagraniczny import eksport  ",0.0,,,
1091,"W 2019 r. w porównaniu do 2018 r., odsetek pracowników wyposażonych przez urzędy w urządzenia przenośne z dostępem do Internetu wzrósł o 1,5 p. proc. i wyniósł 22,0%.      GUS statystyki SpołeczeństwoInformacyjne ICT  ",0.0,,,
1092,"W 2019 r. odsetek jednostek administracji publicznej wykorzystujących technologię szerokopasmowego dostępu do Internetu poprzez stałe łącze wyniósł 99,8%.     GUS statystyki SpołeczeństwoInformacyjne ICT  ",0.0,,,
1093,"W 2019r. w Polsce było 13 509 lekarzy dentystów  (wg gł. miejsca pracy), najwięcej w woj. mazowieckim - 1 846, najmniej w woj. wielkopolskim - 270. Więcej ciekawych danych     lekarz służbazdrowia dentysta bdl GUS malopolska USKrakow  ",0.0,,,
1094,"Ceny w listopadzie w stosunku do listopada ubiegłego roku wzrosły ↗ o 3%  Ceny usług ↗ o 7,8%  Ceny żywności ↗ o 2% Ceny pieczywa ↗ o 7% Ceny owoców ↗ o 6,2% Ceny energii elektr. ↗ 11,7% Ceny usług lekarskich ↗ o 8,9% Ceny odzieży↘o 3,9% Ceny warzyw↘o 2% inflacja GUS",0.0,,,
1095,"Pod względem dostępności zakresu tematycznego GUS otrzymał najwyższą liczbę  pkt aż w 7 kategoriach danych ODIN2020: energia, zanieczyszczenie środowiska, system edukacji, handel zagraniczny, finanse publiczne, bilans płatniczy i bankowość.     ",0.0,,,
1096,„Znalezienie wspólnej platformy rozwoju metod i technologii obserwacji Ziemi oraz aplikacji dla odbiorców jest niezwykle ważne” – powiedział Prezes GUS w czasie dyskusji na konferencji Polskiej Agencji Kosmicznej.  statystyki teledetekcja,0.0,,,
1097,Prawo do informacji posiadanych przez władze publiczne jest integralnym aspektem wolności wypowiedzi. To także mechanizm wspierający otwartość i odpowiedzialność rządu.  GUS statystyki WeLoveTheSDGs,0.0,,,
1098,Wraz z  zachęcamy do zapoznania się z najnowszym wydaniem publikacji „Wskaźniki zielonej gospodarki w Polsce 2020”.   ZielonaGospodarka jest ściśle powiązana z ideą zrównoważonego rozwoju.     GUS statystyki SDG,0.0,,,
1099,"Jesteśmy pierwszym urzędem statystycznym w Europie, który zaprezentował tak szczegółowe dane na temat upraw-powiedział dr Dominik Rozkrut, Prezes GUS w czasie dzisiejszego wystąpienia na konferencji „Dane satelitarne dla administracji-potrzeby, wyzwania, plany na przyszłość”.  ",0.0,,,
1100,"W I płr. 2020 r., wskaźnik poziomu kosztów ogółu badanych PrzedsiębiorstwaNiefinansowe objętych analizą wyniósł 95,6% (wobec 94,9% w I płr. 2019 r.).     GUS statystyki Gospodarka PrzedsiębiorstwaNiefinansowe WynikiFinansowe  ",0.0,,,
1101,Inflacja w listopadzie wyniosła 3% w ujęciu rocznym – podał . Ekonomiści wskazują na bardzo mocny wzrost cen usług kolejny miesiąc z rzędu i nie dostrzegają perspektyw do spadku cen w tej kategorii.  inflacja GUS gospodarka dane ekonomia,0.0,,,
1102,"Występowanie dolegliwości zdrowotnych związanych z pracą odczuwanych w ciągu 12 miesięcy poprzedzających badanie wskazało 10,5 mln spośród 27,3 mln osób, które kiedykolwiek pracowały.     GUS statystyki praca RynekPracy wypadki BHP  ",0.0,,,
1103,"W listopadzie 2020 r. ceny towarów i usług konsumpcyjnych w porównaniu z listopadem 2019 r. wzrosły o 3,0% (wskaźnik cen 103,0), a w stosunku do października 2020 r. wzrosły o 0,1% (wskaźnik cen 100,1).      GUS CPI WskaźnikCen statystyki inflacja  ",0.0,,,
1104,Dzięki BadaniaAnkietowe prowadzonym w gospodarstwach domowych przez AnkieterStatystyczny StatystykaPubliczna udostępnia wiele cennych danych dotyczących kraju i województw.   Badanie budżetów gospodarstw domowych prowadzone jest przez GUS nieprzerwalnie od 1957 r. BBGD,0.0,,,
1105,Ukazała się publikacja GUS „Nakłady i wyniki przemysłu - I-III kw. 2020 r.” Znajdziesz w niej dane m. in. o: przemysł ceny zatrudnienie wynagrodzenie.     statystyki,0.0,,,
1106,W rankingu ODIN2020 GUS uplasował się na pierwszym miejscu pod względem udostępniania otwartych danych w długich szeregach czasowych (dłuższych niż 10 lat).      OtwarteDane statystyki,0.0,,,
1107," GUS BDL  Niestety pakiet został usunięty z CRAN.  Czy (i jeśli tak, to kiedy) planujecie powrót z poprawioną wersją?",0.0,,,
1108,"""Jesteśmy w czołówce instytucji statystycznych wykorzystujących dane z teledetekcja. Naszym celem jest dostarczanie informacji dla administracji publicznej i wszystkich obywateli"" - powiedział Prezes GUS podczas otwarcia konferencji Polskiej Agencji Kosmicznej.  statystyki  ",0.0,,,
1109,"W I-III kw. 2020 r. oddano do użytkowania 156 954 mieszkania, tj. więcej r/r o 11 238 (+7,7%).  Więcej:    GUS statystyki mieszkania BudownictwoMieszkaniowe budownictwo domy  ",0.0,,,
1110,"Globalne bezpośrednie inwestycje zagraniczne (BIZ) w gospodarkach rozwijających się pozostały stabilne w 2018 r. Wzrosły o 2% do 706 mld USD, ale przy znaczących różnicach między regionami.   GUS statystyki WeLoveTheSDGs   ",0.0,,,
1111,"W publikacji GUS “Produkcja i handel zagraniczny produktami rolnymi w 2019 r.” można znaleźć informacje o produkcji, przetwórstwie i handlu zagranicznym produktami rolno-spożywczymi.        statystyki rolnictwo handel  ",0.0,,,
1112,Rozpoczęliśmy odliczanie! Pamiętaj już 3 października 2021 roku odbędzie się !  GUS statystyki WeLoveTheSDGs,0.0,,,
1113,Ruszył Europejski Konkurs Statystyczny!  Rejestracja trwa do 25 stycznia 2021.  Serdecznie zapraszamy do zapisywania swoich drużyn poprzez stronę internetową    GUS statystyki esc2021stat,0.0,,,
1114,Nasze słynne sześciany SDG będą brały udział w odliczaniu do świąt!  GUS statystyki WeLoveTheSDGs,0.0,,,
1115,"Rok budżetowy 2019 jednostki samorządu terytorialnego zamknęły deficytem w wysokości 1 701,9 mln zł.      GUS statystyki GUS SektorFinansówPublicznych Finansesamorządów JST  ",0.0,,,
1116,W rankingu ODIN2020 GUS za poziom otwartości danych otrzymał 89 pkt na 100 możliwych. To dało nam w tej kategorii 8. miejsce na świecie oraz 1. w Europie Wschodniej.  Więcej informacji:    statystyki OtwarteDane,0.0,,,
1117,"Wartość gruntów leśnych w Polsce w końcu 2018 r. zmniejszyła się o 2,4% w stosunku do zanotowanej przed rokiem, co było konsekwencją spadku cen drewna.      GUS USBiałystok statystyki leśnictwo GruntyLeśne  ",0.0,,,
1118,"W rankingu ODIN2020 GUS za dostępność zakresu tematycznego publikowanych danych otrzymał 81 pkt na 100 możliwych. To dało nam w tej kategorii 2. miejsce, tuż za Finlandią!  Więcej informacji:    statystyki OtwarteDane  ",0.0,,,
1119," Na jednego mieszkańca Polski w 2019 r. przypadało 0,24 ha lasu.   Więcej w Roczniku Statystycznym Leśnictwa 2020:    GUS statystyki lasy leśnictwo  ",0.0,,,
1120,"Satelity Sentinel wspomogą monitoring rolnictwa w Polsce – to projekt EOStat Europejskiej Agencji Kosmicznej (esa), który wesprze gromadzenie statystyk dotyczących rolnictwa oraz realizację wspólnej Polityki Rolnej Unii Europejskiej.  GUS statystyki rolnictwo uprawy  ",0.0,,,
1121,Etap okręgowy Olimpiady Statystycznej rozpoczął się dzisiaj o godzinie 11.00.   Na rozwiązanie zadań uczniowie mają 75 min. Wyniki podamy jeszcze dziś.   Trzymamy kciuki za wszystkich uczestników OlimpiadaStatystyczna!    GUS statystyki,1.0,,,
1122,"Na koniec III kw. 2020 r. liczba wolnych miejsc pracy w podmiotach gospodarki narodowej lub ich jednostkach lokalnych zatrudniających co najmniej 1 osobę, wynosiła 91,1 tys. i była większa niż w końcu II kw. 2020 r. o 9,7 tys. (+11,9%.).     GUS statystyki  ",0.0,,,
1123,"W najwyższym stopniu przejście na pracę zdalną na koniec III kw. 2020 r. miało miejsce w regionie warszawskim stołecznym, w najmniejszym stopniu w regionach: podlaskim, świętokrzyskim i warmińsko-mazurskim.     GUS statystyki praca RynekPracy bezrobocie  ",0.0,,,
1124,"Według Drugiego Powszechnego Spis Ludności z 1931 r. liczba kobiet na 100 mężczyzn w wieku 60 lat i powyżej wynosiła 118,5.      GUS statystyki HistoriaSpisów LiczySięKażdy spis  ",0.0,,,
1125,"Przeciętna liczba osób na jedno mieszkanie wynosiła według Drugiego Powszechnego Spis Ludności 4,9 osoby. W 1931 r. było to 4,4 osoby na jedno mieszkanie w miastach i 5,2 osoby na jedno mieszkanie na wsiach.      GUS statystyki HistoriaSpisów spis  ",0.0,,,
1126,"Organizacja  oceniła, że GUS doskonale radzi sobie z OtwarteDane. Zajęliśmy czołowe miejsca w rankingu ODIN2020 – 2. w kategorii dostępność i 8. w kategorii otwartość.       statystyki sukcesGUS  ",0.0,,,
1127,"Liczba absolwentów uczelni z roku akademickiego 2018/2019 wyniosła 313,8 tys. tj. spadła o 4,2% w stosunku do roku akademickiego 2017/2018.     GUS statystyki edukacja SzkolnictwoWyższe uczelnia student PublikacjeGUS   ",0.0,,,
1128,"Według Drugiego Powszechnego Spis Ludności liczba kobiet w wieku 15 – 59 lat wynosiła w 1931 roku 30.6% ludności, a liczba mężczyzn 28,2%.  Więcej:     GUS statystyki HistoriaSpisów LiczySięKażdy spis  ",0.0,,,
1129,"Wśród organizacji non-profit w 2018 roku było 27,7% podmiotów działających od ponad 20 lat oraz 7,9% - do 2 lat.     GUS statystyki MRiPS wolontariat NGO 3sektor EkonomiaSpołeczna SpołeczeństwoObywatelskie PożytekPubliczny NarodowyInstytutWolności  ",0.0,,,
1130,Projekt EOStat Europejskiej Agencji Kosmicznej (esa) ma na celu połączenie danych terenowych oraz satelitarnych narzędzi obserwacji Ziemi w celu rozpoznawania upraw rolnych. Beneficjentem tego systemu będzie GUS.  statystyki rolnictwo uprawy,0.0,,,
1131,"Długość linii światłowodowych w Polsce w 2019 r. wyniosła 379 720 km. Najwięcej w woj. mazowieckiem: 57 882 km, najmniej woj. opolskie: 7 993 km. Więcej ciekawostek z zakresu telekomunikacji za 2019 r. w publikacji GUS    telekomunikacja internet  ",0.0,,,
1132,89 lat temu przeprowadzono Drugi Powszechny Spis Ludności. Stał się on okazją do integracji obywateli wokół odrodzonego państwa i służył do zaplanowania budżetu na odbudowę wolnej Polski.  Więcej:     GUS statystyki HistoriaSpisów LiczySięKażdy spis,0.0,,,
1133,"Każdego dnia będziemy zamieszczać fragment RaportSDG przedstawionego przez , Sekretarza Generalnego ONZ, w lipcu 2019 roku.   GUS statystyki WeLoveTheSDGs",0.0,,,
1134,Działamy z GUS na rzecz promocji statystyki SDGs,0.0,,,
1135,Grupa ds. Modernizacji Statystyki Publicznej przy Europejskiej Komisji Gospodarczej ONZ wyznacza kierunki strategicznych zmian w sposobie tworzenia statystyk publicznych. GUS jest aktywnym uczestnikiem tych prac.     statystyki,0.0,,,
1136,"W I płr. 2020 r., zysk netto wykazało 71,6% ogółu badanych PrzedsiębiorstwaNiefinansowe, a uzyskane przez nie przychody stanowiły 76,4% przychodów ogółem badanych przedsiębiorstw niefinansowych.     GUS statystyki gospodarka WynikiFinansowe  ",0.0,,,
1137,"Ten rok nie był łatwy dla nikogo. Dlatego chcemy go zakończyć pozytywnym akcentem. Od dzisiaj, odliczając do świąt, będziemy publikować informacje dotyczące celów zrównoważonego rozwoju. GUS statystyki WeLoveTheSDGs",1.0,,,
1138,Morza i oceany zajmują ¾ powierzchni Ziemi.   Co zagraża ich różnorodności biologicznej i jak jest ona chroniona w Polsce?    Tego i więcej dowiesz się z rozdziału  Planeta w RaportSDG.   Wejdź na    statystyki GUS SDG cel14 Bałtyk,0.0,,,
1139,"Serwis finansowy  pisze o 2. miejscu GUS w rankingu Open Data Inventory ODIN2020, badającym stopień dostępności i otwartości danych prezentowanych przez krajowe urzędy statystyczne.      statystyki sukcesGUS OtwarteDane",0.0,,,
1140,"Zużycie energii elektrycznej w 2019 r. wzrosło we wszystkich województwach. W największym stopniu w świętokrzyskim (o 59,8%), a najmniej w małopolskim (o 18,2%).     GUS statystyki energia paliwa  ",0.0,,,
1141,"W 2019 Polacy na żywność i napoje* wydali 198,4 mld zł.   Na koniec ub. r działało 333 tys. sklepów. Za Gus  *bezalkoholowe",0.0,,,
1142,"W 2018 roku kobiety stanowiły 74,5% pracowników organizacji non-profit, to jest o 26,1% więcej, niż w gospodarce narodowej.     GUS statystyki MRiPS wolontariat NGO 3sektor EkonomiaSpołeczna kobiety  ",0.0,,,
1143,"W roku akademickim 2019/20 cudzoziemcy stanowili 6,8% ogólnej liczby studentów.     GUS statystyki edukacja SzkolnictwoWyższe uczelnia student PublikacjeGUS   ",0.0,,,
1144,"  Oczywiście, że źródła są tylko nie widzę powodów, dla których ""na żądanie"" mam je podawać. Czy tak trudno sprawdzić samemu dane GUS albo agencji Work Service?",0.0,,,
1145,"Nakłady na działalność innowacyjną w przedsiębiorstwach przemysłowych w 2019 r. wyniosły 23 388,7 mln zł (o 0,9% mniej niż przed rokiem).     GUS statystyki przedsiębiorstwa innowacje przemysł  ",0.0,,,
1146,"W dniu tradycyjnego górniczego święta, wszystkim górnikom życzymy, aby praca, którą wykonują stawała się coraz bardziej bezpieczna.  GUS statystyki Barbórka kopalnia górnik górnictwo  ",1.0,,,
1147,"Nakłady na działalność innowacyjną poniesione w 2019 r. w przedsiębiorstwach usługowych wyniosły 15400,8 mln zł, tj. wzrosły o 17,6% r/r.     GUS statystyki InnowacjeDlaGospodarki   ",0.0,,,
1148,W prestiżowym rankingu OtwarteDane krajowych urzędów statystycznych ODIN2020 organizacji  GUS  zajął  drugie miejsce wśród 1⃣8⃣7⃣ urzędów z innych krajów świata!   Więcej informacji:    statystyki wydarzeniaGUS,0.0,,,
1149,Dzisiaj obchodzimy Międzynarodowy Dzień Osób z Niepełnosprawnościami. Z tej okazji przygotowaliśmy dla Was kilka danych na podstawie wyników Narodowych Spisów Powszechnych Ludności i Mieszkań z 2002 i 2011 r.     GUS NSP statystyki MDON,0.0,,,
1150,Działamy z GUS na rzecz promocji statystyki SDGs,0.0,,,
1151," Klimat na Ziemi ociepla się coraz szybciej,   na skutek emisji gazów cieplarnianych.   Jak Polska radzi sobie z ich redukcją?  Więcej informacji w nowym rozdziale Planeta w RaportSDG!      GUS statystyki SDG cel13 klimat  ",0.0,,,
1152,Depopulacja to poważne wyzwanie demograficzne. Jej przyczynom i skutkom jest poświęcona nowa monografia naukowa GUS i Rządowej Rady Ludnościowej „Depopulacja. Uwarunkowania i konsekwencje”.   Publikacja jest dostępna na stronie:    GUS statystyki,0.0,,,
1153,"31 grudnia 2019 r., w podmiotach zatrudniających 10 osób i więcej pracowało 344,3 tys. osób z niepełnosprawnościami, tj. o 0,2% mniej niż w 2018 r.     GUS statystyki niepełnośprawność   ",0.0,,,
1154,"W ubiegłym roku frakcja zmieszana stanowiła blisko 69% wszystkich odpadów komunalnych. To główny strumień, który trafia na składowisko, wynika z najnowszych danych GUS. Biorąc pod uwagę to, że od 2021 r. do obliczania wyników  będzie uwzględniana masa wszystkich odpadów  1/2  ",0.0,,,
1155,"Bazując na danych GUS, wyszło mi że pandemii nie trzeba się już bać. Covid polska poland death  ",0.0,,,
1156,"Wynik finansowy netto badanych przedsiębiorstw niefinansowych w I płr. 2020 r. ukształtował się na poziomie 62,3 mld zł (tj. niższym o 19,0% w porównaniu z osiągniętym w I płr. 2019 r.).     GUS statystyki Gospodarka PrzedsiębiorstwaNiefinansowe  ",0.0,,,
1157,"Liczba fundacji w okresie od 2014 r. do 2018 r.  wzrosła o 3,8 tys. (35,9%). Jest to rodzaj organizacji o największej dynamice.     GUS statystyki MRiPS wolontariat NGO 3sektor EkonomiaSpołeczna fundacja SpołeczeństwoObywatelskie PożytekPubliczny  ",0.0,,,
1158,GUS opublikował wskaźnik cen towarów i usług konsumpcyjnych za III kwartał br.  Ceny Inflacja,0.0,,,
1159,GUS opublikował szybki szacunek cen towarów i usług konsumpcyjnych za listopad br.,0.0,,,
1160,Zapraszamy na nowo uruchomioną stronę monografii naukowych wydawanych przez GUS:       Najnowsza publikacja „Depopulacja. Uwarunkowania i konsekwencje” jest już dostępna!  GUS statystyki,0.0,,,
1161,Gdyby ktoś miał wątpliwości jakie mamy bezrobocie w tym roku TVPiS pis piswliczbach gus,-1.0,,,
1162,"Po niepokojących danych unijnych na temat wzrostu cen w Polsce poznaliśmy dane GUS. Są one niższe, co wynika z różnic metodologicznych. Przeczytaj więcej:   GUS EURUSD PKB inflacja",0.0,,,
1163,GOSPODARKA | Przyspieszenie gospodarki w minionym kwartale to głównie efekt odbicia konsumpcji gospodarstw domowych – skomentowali dane GUS o PKB w III kw. analitycy z ING.  Więcej,0.0,,,
1164,Znamy zwycięzców konkursu „Moja rodzina też się spisała” dla pracowników statystyki publicznej.    Wygrały Ewelina Kielińska z GUS i Martyna Majewska z .    Gratulujemy i dziękujemy za popularyzację PSR2020 wśród rodziny i znajomych.   LiczySięRolnictwo,1.0,,,
1165,Razem z GUS działamy na rzecz statystyki SDGs,0.0,,,
1166,"W 2019 r. odnotowano w Polsce wzrost wskaźnika produktywności zasobów o 10,7% w porównaniu z rokiem poprzednim.      GUS statystyki gospodarka ZielonaGospodarka   ",0.0,,,
1167,Kraj | Nowe dane GUS włączprawdę z TVRepublika,0.0,,,
1168,Około 10% materiałów zużywanych w polskiej gospodarce pochodzi z odzysku.  Jak z wydajnością recykling.u radzi sobie Polska na tle innych krajów UE?   Odpowiedzi szukaj w rozdziale  Planeta RaportSDG!  Wejdź na     statystyki GUS SDG cel12,0.0,,,
1169,Powierzchnia lasów w Polsce sukcesywnie wzrasta. W 2019 r. wynosiła 9259 tys. ha i była wyższa o prawie 4 tys. ha r/r.        GUS statystyki lasy leśnictwo,0.0,,,
1170,"Wg szybkiego szacunku w XI 2020 r. ceny towarów i usług konsumpcyjnych wzrosły o 3,0% r/r (wskaźnik cen 103,0), a w stosunku do X 2020 r. utrzymały się na tym samym poziomie (wskaźnik cen 100,0).      GUS CPI WskaźnikCen statystyki  ",0.0,,,
1171,"Ceny towarów i usług konsumpcyjnych według  szybkiego szacunku w listopadzie 2020 r. w porównaniu z analogicznym miesiącem ub. roku wzrosły o 3,0%, a w stosunku do poprzedniego miesiąca utrzymały się na tym samym poziomie. inflacja GUS",0.0,,,
1172,Właśnie zakończyliśmy PowszechnySpisRolny2020!  Wszystkim zaangażowanym w SpisRolny  dziękujemy za udział w tym najważniejszym badaniu polskiego rolnictwa!  PSR2020 GUS,0.0,,,
1173,"To już ostatnie godziny Powszechnego Spisu Rolnego! Rolniku, nie zwlekaj i spisz się przez internet. Osoby, które zalogują się po raz pierwszy 30 listopada, mają czas na wypełnienie formularza do północy.   GUS statystyki LiczySięRolnictwo PSR2020  ",0.0,,,
1174,"W 2019 roku wartość NakładyInwestycyjne w gospodarce narodowej wyniosła 320 937 mln zł i wzrosła o 3,1% (r/r) .      GUS statystyki gospodarka RachunkiNarodowe  ",0.0,,,
1175,"Produkcja leśnictwa i pozyskiwania drewna w Polsce w 2018 r. wyniosła 23,9 mld zł i w stosunku do roku poprzedniego wzrosła o 0,7%.      GUS statystyki gospodarka GospodarkaLeśna  ",0.0,,,
1176,"PSR2020, jedyne badanie, które pozwala dokładnie scharakteryzować polskie rolnictwo, za kilka godzin dobiegnie końca.    Dziękujemy Rolnikom za przekazane dane. Uczestnikom konkursów gratulujemy wygranych   statystyki GUS rolnictwo LiczySięRolnictwo  ",1.0,,,
1177,"Według danych ostatecznych, na koniec 2019 r. liczba pracujących w gospodarce narodowej wynosiła 16,1 mln osób. W stosunku do 31.12.2018 r. było to więcej o 1,1%.     GUS statystyki gospodarka przedsiębiorstwa praca wynagrodzenia RynekPracy  ",0.0,,,
1178,"Na plantacji Pana Mieczysława Duraja w Jarnołtowie rosną BorówkaAmerykańska i BorówkaKamczacka. Sezon zbiorów trwa ok. 2,5 miesiąca. To ostatni dzień PSR2020. Skorzystaj z samospisu!  GUS statystyki SpiszmySięJakNaRolnikówPrzystało   ",0.0,,,
1179,"Produkt krajowy brutto (PKB) niewyrównany sezonowo w III kw. 2020 r. zmniejszył się realnie o 1,5% r/r.     GUS statystyki RachunkiNarodowe  ",0.0,,,
1180,"Dziś kończy się największe statystyczne badanie rolnicze - PSR2020. Udział w nim jest obowiązkowy. Rolniku, jeśli nie spisałeś się do tej pory, na samospis masz czas tylko do północy ⏰    statystyki GUS rolnictwo LiczySięRolnictwo     ",0.0,,,
